,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5299,0,0,0,71,1,104308.77,0,1,1,25650.04,0
5300,1,0,0,33,6,84719.13,0,1,1,113048.79,0
5301,2,0,1,39,2,0.0,0,1,0,87372.49,0
5302,2,0,1,39,9,140236.98,0,0,1,146651.99,0
5303,1,1,1,25,9,0.0,0,1,1,8227.91,0
5304,0,1,0,42,6,75302.85,0,0,0,57034.35,0
5305,2,0,1,27,1,0.0,0,1,0,93003.21,0
5306,1,0,0,51,9,104760.82,0,1,1,165574.54,1
5307,0,0,0,49,7,0.0,0,1,0,13566.48,1
5308,0,1,0,31,1,113693.0,0,0,0,82796.29,0
5309,2,1,0,36,5,174180.39,0,1,0,119830.08,0
5310,1,2,1,42,9,115766.26,0,0,0,72155.85,1
5311,2,0,0,40,0,0.0,0,1,0,62762.12,0
5312,2,1,0,48,8,0.0,0,1,0,183235.33,0
5313,3,0,0,72,5,121215.9,0,1,1,105206.48,0
5314,3,2,1,45,10,144677.19,1,1,0,22512.44,1
5315,2,0,1,36,5,115350.63,0,1,1,122305.91,0
5316,1,1,1,40,5,105683.63,0,1,0,173617.09,0
5317,2,0,1,37,1,135179.49,0,1,0,160670.37,0
5318,3,1,1,31,0,117551.23,0,1,0,158958.9,0
5319,1,2,1,25,1,157404.02,0,1,0,93073.04,0
5320,0,1,1,36,3,77910.23,0,1,0,67238.01,0
5321,2,0,1,25,0,110942.9,0,0,0,172576.56,0
5322,2,0,0,40,7,0.0,0,1,1,122580.48,0
5323,1,0,1,32,5,179305.09,0,1,1,149043.78,0
5324,1,2,1,31,5,150593.59,0,1,1,105218.45,0
5325,0,0,0,43,0,123815.86,0,1,1,78463.99,1
5326,2,1,0,59,6,0.0,0,1,1,160849.43,1
5327,4,2,0,25,8,69385.17,0,1,0,87834.24,0
5328,1,2,1,27,2,138032.15,0,1,0,166317.71,0
5329,1,0,1,41,3,0.0,0,1,1,137309.06,0
5330,1,0,1,29,9,0.0,0,1,1,166984.44,0
5331,1,2,0,46,2,143500.82,0,1,0,166996.46,1
5332,2,1,0,29,3,119670.18,0,1,0,188022.44,0
5333,2,1,1,33,1,99106.73,0,0,0,194467.23,0
5334,3,2,1,24,2,120135.55,0,1,1,125449.47,0
5335,1,0,0,39,8,0.0,0,1,0,137452.57,0
5336,0,0,0,55,4,120905.03,0,0,1,123475.88,1
5337,4,1,0,57,5,0.0,1,0,0,38941.44,1
5338,2,2,0,34,9,102277.52,0,0,0,177852.57,1
5339,0,2,0,55,4,125292.53,0,1,1,31532.96,1
5340,2,1,1,42,0,0.0,0,1,0,136377.21,0
5341,1,0,0,51,4,101629.3,0,0,0,130541.1,0
5342,4,2,1,47,1,171937.27,0,1,1,65636.92,0
5343,2,0,1,47,7,0.0,0,1,0,193305.35,0
5344,3,0,1,25,5,0.0,0,1,0,47307.9,0
5345,4,0,1,34,6,0.0,0,0,0,100809.99,0
5346,1,0,1,31,1,129743.75,0,1,0,109145.2,0
5347,1,1,1,32,1,0.0,0,0,1,91167.19,1
5348,0,2,1,41,3,151191.31,0,1,0,175295.89,1
5349,2,2,1,32,3,102630.13,0,1,1,127433.47,0
5350,0,0,0,57,9,114023.64,0,1,1,71167.17,1
5351,0,2,1,41,2,124227.14,0,1,1,111184.67,0
5352,2,0,0,23,1,0.0,0,1,1,141756.32,0
5353,1,1,1,35,6,80285.16,0,1,0,72678.75,1
5354,3,0,1,31,4,175477.15,0,1,1,172832.9,0
5355,1,0,0,29,1,132144.35,0,1,0,158086.33,0
5356,4,2,1,47,2,136911.07,0,1,1,168184.62,1
5357,0,2,1,31,5,133299.67,0,1,1,72950.14,0
5358,1,0,1,39,7,0.0,0,1,0,48378.4,0
5359,2,2,1,42,1,117691.0,0,1,1,23135.65,1
5360,1,0,1,35,10,0.0,0,1,0,65675.47,0
5361,1,0,1,46,9,0.0,0,1,0,170676.67,0
5362,3,2,0,37,1,133199.71,0,1,1,27366.77,0
5363,3,1,1,51,5,135506.58,1,1,1,152479.64,1
5364,4,2,1,33,2,127154.14,0,0,1,105383.49,0
5365,0,1,1,39,2,0.0,0,1,1,48189.94,0
5366,1,2,0,42,5,49508.79,1,1,1,100324.01,0
5367,2,0,1,41,5,0.0,0,1,1,65657.29,0
5368,0,0,0,62,3,75051.49,0,0,0,17682.02,1
5369,0,1,1,52,8,123925.23,0,0,0,111342.66,1
5370,2,0,1,41,6,0.0,0,0,1,134158.09,1
5371,2,0,1,33,3,153819.58,0,1,0,79176.09,1
5372,1,1,0,39,5,0.0,0,1,1,83103.46,0
5373,3,1,1,30,6,0.0,0,0,1,63908.86,0
5374,1,1,0,23,10,70417.79,0,0,1,90896.04,0
5375,2,1,1,38,7,111484.88,0,1,1,76076.2,0
5376,4,1,1,38,1,146343.98,0,0,1,103902.11,0
5377,1,0,1,72,1,160541.0,0,1,1,142223.94,0
5378,1,2,1,27,2,130274.26,0,1,0,147533.09,0
5379,1,0,0,21,7,98993.02,0,1,1,169156.64,0
5380,4,1,1,36,0,0.0,0,1,0,141242.57,0
5381,4,2,1,32,9,141827.33,0,1,1,149458.73,0
5382,2,0,0,40,6,110054.45,0,1,1,86950.72,0
5383,0,0,1,28,4,0.0,0,1,1,176925.69,0
5384,2,1,1,28,1,0.0,0,1,0,40357.39,0
5385,4,2,0,36,6,98088.09,0,0,1,26687.22,1
5386,1,0,1,48,9,118317.27,1,0,0,78702.98,1
5387,1,1,1,22,10,0.0,0,1,0,176163.74,0
5388,0,2,1,54,1,99774.5,0,0,0,4896.11,1
5389,3,0,0,32,4,0.0,0,0,0,114899.13,0
5390,2,0,0,38,1,0.0,1,0,0,92220.12,1
5391,1,1,0,27,8,133806.54,0,1,0,6251.3,0
5392,2,1,1,44,2,0.0,0,1,0,43018.82,1
5393,4,0,1,32,8,124993.29,0,1,1,27548.06,0
5394,1,1,0,44,0,157622.58,0,1,1,120454.2,0
5395,1,2,1,48,5,126111.61,0,0,1,133961.19,0
5396,1,0,1,42,9,161651.37,0,1,1,131753.97,0
5397,2,0,0,40,7,142856.95,0,0,0,38019.74,0
5398,4,2,1,44,3,111100.98,0,1,1,28144.07,1
5399,2,1,1,35,8,102918.38,0,1,1,45959.86,0
5400,2,0,0,30,5,0.0,0,1,0,189528.72,0
5401,1,0,1,47,10,0.0,0,1,0,170481.98,0
5402,4,0,1,37,4,0.0,0,1,0,94845.45,0
5403,1,1,1,22,7,125265.61,0,1,1,161253.08,0
5404,1,0,1,37,4,82500.28,0,1,1,115260.72,0
5405,0,2,0,64,2,175754.87,0,1,1,60721.4,0
5406,0,0,0,47,6,109387.33,0,0,0,121365.45,0
5407,0,0,1,37,1,100443.36,0,0,1,101693.73,0
5408,2,1,0,54,0,83102.72,0,1,1,54132.93,0
5409,0,1,1,28,7,0.0,0,1,1,10666.05,0
5410,1,0,0,28,4,0.0,0,1,0,41227.67,0
5411,1,0,0,40,7,0.0,0,1,0,10712.82,0
5412,3,0,0,48,2,115290.27,0,0,0,98912.69,1
5413,2,0,0,42,6,0.0,0,1,0,197202.48,0
5414,0,0,0,40,1,140197.71,0,1,0,150720.39,0
5415,4,0,0,28,1,105245.34,0,0,1,74780.13,0
5416,1,0,1,50,8,0.0,0,0,1,79377.45,0
5417,1,0,1,32,1,0.0,0,1,1,8763.87,0
5418,0,2,1,35,3,142296.13,0,0,1,177112.7,0
5419,2,1,0,56,4,99097.33,0,1,1,85016.64,1
5420,2,0,1,28,5,171069.39,0,1,1,88689.4,0
5421,1,0,0,39,7,0.0,0,0,0,95985.64,0
5422,1,0,0,31,1,102523.88,0,1,1,166792.71,0
5423,3,0,1,35,6,0.0,0,1,1,68730.91,0
5424,0,2,1,44,9,143391.07,0,0,0,146891.07,1
5425,1,2,0,44,8,106022.73,0,0,0,148727.42,0
5426,1,1,0,36,1,0.0,0,1,0,43134.58,0
5427,1,2,1,36,3,128960.21,0,1,1,40318.33,0
5428,0,0,0,35,2,0.0,0,1,0,97633.93,0
5429,2,0,0,48,7,0.0,0,1,0,65069.03,0
5430,2,0,0,24,7,0.0,0,1,0,166335.0,0
5431,2,0,0,25,8,126442.59,0,1,0,121904.44,0
5432,1,1,1,51,0,0.0,0,1,1,175235.99,0
5433,0,0,1,37,2,127261.35,0,1,0,56185.05,0
5434,2,1,0,32,5,0.0,0,1,0,131625.14,0
5435,1,0,0,33,4,0.0,0,1,0,152323.04,0
5436,4,0,0,34,2,0.0,0,0,0,165840.94,0
5437,0,2,1,30,6,73481.05,0,1,1,176692.65,0
5438,2,0,1,34,7,160515.37,0,1,0,121904.14,0
5439,2,2,0,61,4,149525.34,0,1,0,123663.63,0
5440,2,2,1,43,2,166522.78,0,0,0,119644.59,1
5441,3,0,1,29,1,135536.5,0,1,0,66825.33,0
5442,1,2,0,43,10,120481.69,0,0,0,94875.03,1
5443,2,1,1,28,1,103421.32,0,0,1,76304.73,0
5444,2,0,1,33,5,135658.73,0,0,1,39755.0,0
5445,0,0,0,36,2,0.0,0,1,1,180142.42,0
5446,1,0,1,28,8,191402.82,0,1,0,83238.4,0
5447,2,2,1,50,9,94504.35,0,0,1,5078.9,0
5448,1,2,0,44,5,126147.84,0,0,1,132424.69,1
5449,0,0,0,46,7,0.0,0,1,1,109057.56,0
5450,4,0,1,33,6,0.0,0,1,0,115676.61,0
5451,1,0,1,43,4,87624.03,0,1,0,149401.33,0
5452,0,0,0,45,1,153697.53,0,0,0,89891.4,1
5453,2,0,0,25,4,0.0,0,0,0,82500.84,0
5454,2,0,1,39,5,0.0,0,1,0,6416.92,0
5455,4,2,0,45,9,116585.97,0,1,0,189428.75,1
5456,1,2,1,34,9,134464.58,0,1,0,178833.34,0
5457,2,2,1,62,10,83008.31,0,1,1,42766.03,0
5458,1,1,1,35,2,113635.16,0,1,0,90883.12,0
5459,0,1,0,36,7,0.0,0,1,0,80619.09,0
5460,1,2,1,41,5,122552.48,0,0,1,120646.4,0
5461,0,1,1,31,2,118899.45,0,0,0,41409.36,0
5462,2,0,0,29,5,99713.87,0,0,0,112317.89,0
5463,2,0,0,36,6,0.0,0,0,0,152128.36,0
5464,0,0,0,36,2,134208.22,0,0,1,177670.57,0
5465,1,2,0,41,1,85906.65,1,1,0,189159.97,0
5466,4,2,1,32,3,137714.25,0,0,1,159403.68,0
5467,0,1,1,33,1,160777.9,0,1,1,149536.15,0
5468,1,0,1,45,5,0.0,0,1,1,155492.87,0
5469,2,0,1,21,4,0.0,0,0,0,24847.02,0
5470,1,0,1,25,1,102585.88,0,1,1,115387.4,0
5471,2,2,0,39,10,102556.18,0,1,0,171971.25,1
5472,0,2,1,42,4,126772.57,0,0,1,126106.4,0
5473,3,2,0,38,3,158373.23,0,1,1,28228.35,0
5474,1,0,0,34,9,0.0,0,1,0,138113.71,0
5475,1,2,1,42,5,141927.1,0,1,1,43018.98,0
5476,4,1,1,47,1,109876.82,0,1,0,83611.45,1
5477,2,0,0,34,2,0.0,0,1,1,118863.38,0
5478,1,2,1,44,9,111369.79,0,1,1,91947.74,0
5479,0,1,1,35,3,116969.35,0,0,0,94488.82,0
5480,3,2,0,34,8,136729.51,0,0,0,47058.21,0
5481,0,2,0,44,1,152086.15,0,0,1,44719.5,1
5482,1,1,1,46,2,0.0,0,1,0,174478.54,0
5483,0,1,1,28,1,127289.28,0,0,0,45611.51,0
5484,3,2,1,45,2,119852.01,0,0,0,73853.94,1
5485,0,1,1,38,4,0.0,0,1,1,196517.43,0
5486,3,1,0,41,5,0.0,0,0,1,92914.67,0
5487,3,0,1,35,9,0.0,0,1,1,31372.91,0
5488,0,0,0,35,7,117183.74,0,1,1,109733.73,0
5489,2,0,1,33,8,129907.63,0,0,1,36083.96,0
5490,1,1,0,78,2,0.0,0,0,1,188435.38,0
5491,0,2,0,36,6,145387.32,0,1,1,169963.2,1
5492,2,0,1,35,7,124616.23,0,1,1,69320.97,0
5493,2,0,1,31,9,0.0,0,1,0,36145.53,0
5494,0,1,0,48,8,95808.19,0,0,0,137702.01,1
5495,2,0,1,35,10,0.0,0,1,0,71594.26,0
5496,1,0,0,42,1,0.0,0,0,1,65565.92,0
5497,3,1,0,36,8,117152.3,0,0,0,101828.39,0
5498,0,0,1,35,3,106250.72,0,0,0,39546.32,0
5499,4,2,0,27,8,111837.78,0,1,1,110805.79,0
5500,2,0,1,47,9,97023.21,0,1,1,2168.13,0
5501,1,0,0,31,8,137687.72,0,1,0,190067.12,0
5502,1,1,0,40,3,113348.5,0,1,1,77789.01,0
5503,2,1,1,24,10,122109.78,0,1,1,127654.37,0
5504,3,0,1,32,2,120452.4,0,0,0,79602.86,0
5505,0,0,0,53,7,0.0,0,1,1,80619.17,0
5506,1,1,1,34,0,65812.35,0,0,1,160346.3,0
5507,1,1,0,40,3,54428.37,0,1,0,109638.78,1
5508,1,0,0,75,3,0.0,0,1,1,1276.87,0
5509,1,0,1,33,9,0.0,0,1,0,49374.82,0
5510,1,2,0,48,1,143279.58,0,1,0,31580.8,1
5511,1,2,1,32,0,103846.65,0,1,0,20560.69,0
5512,1,0,1,37,2,125190.86,0,0,1,84584.69,0
5513,2,0,0,33,8,0.0,0,0,1,15246.83,0
5514,1,0,1,65,6,38340.02,0,1,0,32607.77,1
5515,0,2,0,28,2,123802.98,0,1,1,155846.69,0
5516,1,0,1,37,3,96651.03,0,1,1,3232.82,0
5517,0,0,1,33,8,0.0,0,1,0,177668.55,0
5518,1,0,1,39,6,0.0,0,0,0,134441.6,0
5519,2,0,1,43,1,133237.21,0,1,0,111032.79,1
5520,0,0,0,61,6,142105.35,0,1,1,45214.04,0
5521,4,0,1,37,1,166115.42,0,1,0,67208.3,0
5522,4,0,0,37,6,81070.34,0,1,0,80985.88,0
5523,2,0,1,35,4,0.0,0,1,1,167573.06,0
5524,1,0,0,53,0,123835.52,0,0,1,160110.65,0
5525,1,0,1,51,10,123401.43,0,1,1,127825.25,0
5526,0,2,1,49,4,169377.31,0,1,1,123535.05,0
5527,2,0,1,38,2,130015.24,0,1,1,41595.3,0
5528,1,0,1,32,4,0.0,0,0,1,97628.08,0
5529,2,0,1,34,8,133936.04,0,1,0,91359.79,0
5530,1,0,1,34,6,114543.27,0,1,1,97755.29,0
5531,2,0,0,31,3,119794.67,0,0,0,182528.44,0
5532,2,0,1,33,9,0.0,0,1,1,142956.48,0
5533,0,1,1,44,4,0.0,0,1,0,10789.3,0
5534,1,0,0,29,8,0.0,0,0,1,130461.09,0
5535,1,2,0,32,8,157138.99,1,1,0,190994.48,1
5536,1,1,1,45,3,0.0,0,1,1,159463.8,0
5537,0,2,0,41,10,136733.24,0,1,1,57589.29,0
5538,2,2,0,28,9,82498.14,0,0,0,40437.67,0
5539,1,1,1,39,3,151914.93,0,0,0,56459.45,0
5540,2,0,1,43,0,80090.93,0,1,0,39920.0,1
5541,1,1,1,51,3,83739.32,0,0,1,148798.45,0
5542,2,0,0,35,2,181166.44,0,1,1,63737.19,1
5543,2,0,1,38,3,130588.82,0,1,1,154997.64,0
5544,0,0,1,42,6,0.0,0,1,0,34777.23,0
5545,1,2,1,33,6,94126.67,0,0,0,93718.16,0
5546,3,0,1,32,9,0.0,0,1,0,133112.41,0
5547,2,0,1,38,7,148045.68,0,1,0,175479.92,1
5548,2,0,1,38,2,0.0,0,1,0,96.27,0
5549,3,1,1,33,3,0.0,0,1,0,30804.68,0
5550,2,0,0,44,6,168165.84,0,0,1,197193.49,0
5551,1,2,0,26,10,72835.56,0,1,0,96792.15,0
5552,1,0,1,41,3,0.0,0,1,0,132719.8,0
5553,1,2,1,31,3,123212.08,0,1,1,112157.31,0
5554,1,1,1,38,0,0.0,0,1,1,38015.34,0
5555,1,1,0,39,6,0.0,0,1,1,164018.98,0
5556,1,0,1,40,6,119501.88,0,1,0,46774.94,0
5557,2,2,0,39,5,144550.83,0,1,1,189664.43,0
5558,2,2,1,34,3,126729.41,0,1,1,26106.39,1
5559,4,2,1,36,5,119984.07,0,1,0,191535.11,1
5560,0,0,1,35,4,0.0,0,1,0,158937.55,0
5561,3,1,0,56,2,0.0,0,1,1,25222.6,1
5562,1,1,1,42,9,121490.05,0,1,1,29296.74,0
5563,1,1,1,46,5,91897.8,0,1,0,54394.28,0
5564,1,1,1,39,2,139443.75,0,1,0,9234.06,0
5565,2,2,1,35,5,144961.97,0,0,1,26796.73,0
5566,1,2,1,42,3,126041.02,0,0,1,11796.89,0
5567,2,2,1,28,1,69459.05,0,1,1,128461.29,0
5568,2,0,1,38,7,198338.77,0,1,1,14278.18,0
5569,2,0,1,36,0,0.0,0,1,0,46811.77,0
5570,0,2,1,35,2,109196.66,1,1,0,109393.19,1
5571,2,1,0,38,3,134168.5,1,1,0,3966.5,1
5572,0,0,1,34,6,0.0,0,1,1,63173.64,0
5573,2,0,1,29,8,0.0,0,1,0,66367.33,0
5574,0,1,0,36,9,0.0,0,1,1,16274.67,0
5575,1,0,1,40,2,0.0,0,1,1,180553.48,0
5576,0,2,1,65,4,120100.41,0,1,0,107563.16,1
5577,1,0,0,62,5,0.0,0,1,1,100941.57,0
5578,2,1,0,50,5,0.0,0,1,0,110230.4,0
5579,2,1,1,22,8,0.0,0,0,0,142331.85,0
5580,1,1,1,30,2,0.0,0,1,0,199099.51,0
5581,0,1,1,67,5,0.0,0,1,1,85890.16,0
5582,0,0,1,38,3,0.0,0,0,0,143938.27,0
5583,2,1,0,31,8,0.0,0,0,1,131644.41,0
5584,0,1,0,31,9,0.0,0,1,0,112395.98,0
5585,0,2,1,38,2,135559.8,0,1,1,71856.3,0
5586,4,2,0,25,2,150355.35,0,1,1,35770.84,0
5587,2,0,0,37,1,0.0,0,1,1,124364.63,0
5588,1,0,0,35,6,133489.12,0,1,1,78101.29,0
5589,2,2,0,37,9,105489.31,0,0,0,143096.49,1
5590,3,2,1,25,10,60205.2,0,1,0,14073.11,0
5591,0,0,1,38,5,0.0,0,1,0,47388.41,0
5592,0,1,1,19,6,0.0,0,0,0,72306.07,0
5593,1,1,1,50,7,0.0,0,1,0,184839.7,1
5594,2,0,1,40,6,0.0,0,1,1,47886.44,0
5595,1,0,1,33,4,0.0,0,0,1,130474.03,0
5596,1,1,1,35,9,0.0,1,0,1,73181.39,1
5597,1,0,0,42,6,112333.63,0,1,1,65706.86,0
5598,1,2,0,57,7,116936.81,0,1,1,104379.36,0
5599,0,2,0,50,5,117721.02,0,0,1,192146.63,1
5600,3,0,1,37,7,165896.22,0,1,1,66977.68,0
5601,2,1,0,44,9,153656.85,0,1,0,158742.81,0
5602,3,0,0,50,1,94164.0,0,1,1,189414.74,0
5603,1,1,1,39,1,0.0,0,1,0,159130.32,0
5604,1,0,1,49,0,191808.73,0,0,0,97640.2,0
5605,1,0,1,58,5,152199.33,0,1,1,86022.09,0
5606,0,2,0,52,8,125396.24,0,1,0,10014.72,1
5607,1,2,1,41,7,104405.54,1,1,0,17384.21,0
5608,0,0,0,27,1,133801.49,0,1,1,143315.57,0
5609,1,1,0,40,4,0.0,1,1,0,31669.18,0
5610,2,0,0,28,5,0.0,0,0,0,12761.16,0
5611,1,2,1,42,6,100047.33,0,1,0,93429.95,0
5612,3,0,0,31,1,109848.6,0,1,1,42012.55,0
5613,1,0,0,32,7,127849.38,0,1,0,15798.7,0
5614,0,1,0,46,3,0.0,0,1,1,56408.14,0
5615,0,0,0,29,8,95947.76,0,1,0,4696.44,0
5616,4,1,1,26,2,0.0,0,1,1,25042.1,0
5617,1,0,1,43,4,137638.69,0,1,0,130442.08,1
5618,1,0,1,38,10,0.0,0,1,1,136521.82,0
5619,3,1,1,41,7,0.0,0,1,1,199108.88,0
5620,0,0,1,31,6,0.0,0,0,0,124596.63,0
5621,0,0,0,44,4,0.0,0,0,0,134394.78,0
5622,1,0,1,38,10,89416.99,0,0,0,144275.39,0
5623,1,1,1,42,6,0.0,0,1,1,123410.23,0
5624,1,1,0,45,1,0.0,0,1,0,143298.06,0
5625,0,0,0,60,7,143262.04,0,1,1,129562.74,0
5626,1,1,0,35,7,119656.45,0,1,1,4595.05,0
5627,1,0,1,29,4,132954.64,0,1,1,146715.07,0
5628,2,2,0,44,3,105206.7,0,1,1,163558.36,0
5629,0,1,1,28,4,0.0,0,0,0,6947.09,0
5630,1,1,0,37,9,83061.26,0,1,0,9170.54,0
5631,1,0,1,40,5,147650.68,0,1,1,199674.83,0
5632,1,0,1,44,5,73348.56,0,1,0,157166.79,1
5633,4,0,1,28,2,0.0,0,1,0,46072.52,0
5634,3,0,0,38,2,0.0,0,0,0,3524.69,0
5635,0,1,0,27,1,116320.68,0,0,1,45563.94,0
5636,1,0,1,33,3,0.0,0,0,1,59103.13,0
5637,0,0,0,29,8,0.0,0,1,1,189558.44,0
5638,2,0,0,38,7,0.0,0,0,0,45779.9,0
5639,0,0,1,61,8,66250.71,0,1,1,21859.06,0
5640,0,2,0,24,2,95675.62,0,0,0,162699.7,1
5641,2,2,1,42,2,92616.64,0,1,0,8567.18,0
5642,3,1,0,41,4,0.0,0,1,0,132943.88,0
5643,1,1,0,36,6,0.0,0,1,1,12916.32,1
5644,2,1,0,37,8,100565.94,0,1,1,128799.86,0
5645,2,1,0,42,5,190305.78,0,1,0,99347.8,1
5646,0,2,0,35,9,118536.4,0,1,0,40980.87,1
5647,1,0,1,19,5,127649.64,0,1,1,40368.65,0
5648,0,0,1,35,7,165358.77,0,0,1,94738.54,0
5649,1,1,1,29,6,0.0,0,1,1,88842.8,0
5650,1,2,0,36,10,78249.53,0,1,0,136934.91,0
5651,0,2,0,61,0,125193.96,0,1,1,109356.53,0
5652,2,0,0,29,9,0.0,0,0,0,199635.93,0
5653,2,2,0,41,2,154007.21,0,1,0,158408.23,0
5654,2,1,0,43,3,133214.88,0,1,1,95936.84,0
5655,2,1,1,63,1,146202.93,0,1,1,126688.83,1
5656,1,0,0,27,9,0.0,0,1,0,150850.29,0
5657,0,0,1,30,0,90963.49,0,0,1,27802.0,0
5658,3,1,1,41,9,0.0,0,1,0,32430.94,1
5659,0,0,0,52,2,0.0,0,1,0,137332.37,1
5660,2,1,1,68,4,114386.85,0,1,1,28601.68,0
5661,0,0,0,26,5,0.0,0,1,0,108411.66,0
5662,2,0,0,40,7,0.0,0,0,1,122518.5,0
5663,4,0,0,38,2,0.0,0,1,0,9015.07,0
5664,1,1,1,71,4,137260.78,0,0,1,94433.08,1
5665,0,0,1,33,9,111060.05,0,1,0,110371.84,0
5666,1,1,1,60,7,124447.73,0,1,1,141364.62,1
5667,2,0,0,34,8,0.0,0,1,1,16245.25,0
5668,1,0,1,42,7,0.0,0,0,1,108348.94,1
5669,1,2,1,33,7,135310.41,0,0,1,171668.2,0
5670,0,0,1,32,8,0.0,0,1,0,67364.42,0
5671,3,0,0,73,6,0.0,0,0,1,107867.38,0
5672,1,0,1,29,5,0.0,0,1,0,194310.1,0
5673,1,1,1,34,5,139393.19,0,0,0,33950.08,0
5674,0,1,1,28,8,0.0,0,0,0,197588.32,0
5675,3,0,0,26,3,104258.8,0,1,1,428.23,0
5676,3,0,0,26,6,0.0,0,0,1,34948.77,0
5677,1,2,1,32,9,113447.01,0,1,0,82084.3,0
5678,1,0,1,33,9,0.0,0,1,0,64804.59,0
5679,3,2,0,33,4,111063.73,0,1,0,83556.65,0
5680,3,2,0,30,6,161378.02,0,0,0,71926.28,1
5681,0,1,0,39,2,82766.43,0,1,1,122925.44,0
5682,1,1,1,29,9,0.0,0,1,0,13133.88,0
5683,1,0,0,61,1,104267.7,0,1,0,62845.64,1
5684,2,0,0,25,3,91718.8,0,0,0,28411.23,0
5685,2,1,0,47,3,63488.7,0,0,1,28640.92,1
5686,1,1,0,46,6,12459.19,0,0,0,156787.34,1
5687,0,2,0,37,6,159863.9,0,0,1,125307.87,0
5688,0,2,1,23,6,104592.55,0,1,0,131736.23,0
5689,2,1,0,50,4,132088.59,0,1,1,128262.14,0
5690,0,1,0,39,4,0.0,0,1,0,91366.42,0
5691,3,1,1,44,5,120654.68,0,1,0,82290.81,0
5692,0,0,0,30,6,0.0,0,1,0,66190.21,0
5693,1,0,0,32,4,83772.95,0,0,1,23920.65,0
5694,1,0,0,31,6,172325.67,0,0,1,45438.38,0
5695,3,0,1,46,7,117685.31,0,1,1,93360.35,0
5696,1,0,1,41,7,0.0,0,0,1,14496.67,0
5697,0,0,1,39,5,0.0,0,0,0,168521.72,0
5698,2,1,0,64,9,0.0,0,1,1,103318.44,0
5699,2,0,1,35,6,135871.5,0,1,1,87219.41,0
5700,0,0,1,41,3,0.0,1,1,1,197490.39,1
5701,1,2,0,49,4,128504.76,0,1,0,126812.63,1
5702,1,0,1,36,7,0.0,0,1,0,94283.09,0
5703,0,0,0,42,8,56228.25,0,1,0,46857.52,0
5704,2,2,0,45,6,98792.4,0,1,0,81491.7,1
5705,1,2,1,40,5,181768.32,0,1,1,129107.97,0
5706,2,1,0,48,9,101198.01,0,1,1,49732.9,0
5707,3,0,1,25,9,0.0,0,0,1,88728.47,0
5708,1,0,0,60,3,0.0,0,1,1,86981.45,0
5709,1,0,0,39,9,0.0,0,1,0,3740.93,0
5710,3,0,1,34,5,139064.06,0,0,0,67949.32,0
5711,1,0,0,35,2,104508.1,0,1,1,147636.46,0
5712,1,2,1,35,9,113948.58,0,1,0,188891.96,1
5713,0,0,1,47,10,0.0,0,0,1,25482.62,0
5714,0,0,0,39,10,0.0,0,1,1,18391.93,0
5715,4,0,1,31,9,0.0,0,0,1,140168.36,0
5716,1,2,1,37,1,117524.72,0,0,1,161064.29,0
5717,1,0,0,37,5,160389.82,0,0,1,183542.08,0
5718,1,0,0,37,7,0.0,0,1,0,194238.92,0
5719,2,0,1,27,1,125547.53,0,0,0,7900.46,0
5720,0,1,1,46,6,92783.68,0,1,1,51424.29,0
5721,2,2,1,49,5,97036.22,0,1,0,152450.84,1
5722,2,0,1,34,3,0.0,0,0,0,55816.2,0
5723,2,0,0,26,6,0.0,0,1,1,32909.13,0
5724,1,1,1,40,5,102145.13,0,1,1,100637.07,0
5725,0,0,0,33,1,113452.66,0,0,0,142911.99,0
5726,2,1,0,46,8,155681.72,0,1,0,26287.21,0
5727,0,2,1,38,8,127475.24,0,0,0,60775.76,1
5728,2,0,1,41,10,0.0,0,1,1,146257.77,0
5729,0,0,1,43,10,112751.13,0,1,1,28332.0,0
5730,0,0,0,29,4,0.0,0,1,1,100919.19,0
5731,2,0,1,45,7,144889.18,0,1,1,102591.9,1
5732,0,1,1,40,8,0.0,0,1,1,25554.4,0
5733,4,0,0,22,7,150126.44,0,1,0,152107.93,1
5734,3,0,1,54,8,69712.74,0,1,1,69381.05,0
5735,1,1,0,44,4,0.0,0,0,1,101728.46,0
5736,1,0,1,31,3,0.0,0,0,0,89040.61,0
5737,2,2,0,35,2,117438.92,0,1,1,16910.98,0
5738,1,0,1,38,8,119315.75,0,1,0,150468.35,0
5739,2,0,0,30,1,89571.59,0,1,1,177613.19,0
5740,1,2,0,34,8,102251.57,0,1,0,120672.09,0
5741,2,0,1,42,9,118546.71,0,0,1,77142.85,0
5742,4,0,1,61,2,0.0,0,0,1,127804.66,1
5743,1,1,1,38,0,103257.14,0,0,0,158344.63,0
5744,3,1,0,43,1,124209.02,0,1,1,167179.48,0
5745,1,1,1,32,3,0.0,0,1,1,15404.64,0
5746,4,1,0,41,7,150302.84,0,1,1,156036.19,0
5747,0,1,1,34,8,108653.93,0,0,1,144725.14,0
5748,1,0,0,45,8,85325.93,0,0,0,22558.74,0
5749,4,0,0,29,8,0.0,0,0,0,147342.03,0
5750,3,2,1,37,9,135776.36,1,1,0,85470.45,1
5751,1,0,1,40,6,131411.24,0,1,1,194656.11,0
5752,3,1,0,36,3,0.0,0,1,1,48505.1,0
5753,3,1,0,41,6,0.0,0,0,0,101491.23,0
